,Index,Name,Type,Total_births,Male_births,Female_births,Hospitals_hospital,Beds in hospitals (JD)_hospital,Opthamology_hospital,Surgery_hospital,Welfare and obstetrics_hospital,"Ear, nose, and throat specialists_hospital",Skin and venereal disease_hospital,Internal Medicine_hospital,Geriatrics_hospital,Pediatrics_hospital,Neurology_hospital,Orthopedics_hospital,Urology_hospital,Other areas_hospital,Children and youth psychiatry and psychotherapy_hospital,Psychiatry and psychotherapy_hospital,Psychotherapeutic medicine_hospital,Total_deaths,Male_deaths,Female_deaths,"Graduates, Male_edu","Graduates, Female_edu","Hauptschulabschluss Graduates, Male_edu","Hauptschulabschluss Graduates, Female_edu","Mittlerem Abschluss Graduates, Male_edu","Mittlerem Abschluss Graduates, Female_edu","Fachhochschulreife Graduates, Male_edu","Fachhochschulreife Graduates, Female_edu","Allg. Hochschulreife-einschl.fachge.Hochschulreife Graduates, Male_edu","Allg. Hochschulreife-einschl.fachge.Hochschulreife Graduates, Female_edu","nachrichtl.: zus.erw.schul.Teil d. Fachhochs.reife, Male_edu","nachrichtl.: zus.erw.schul.Teil d. Fachhochs.reife, Female_edu","Total, Under 3 years_age","Total, 3 to under 6 years_age","Total, 6 to under 10 years_age","Total, 10 to under 15 years_age","Total, 15 to under 18 years_age","Total, 18 to under 20 years_age","Total, 20 to under 25 years_age","Total, 25 to under 30 years_age","Total, 30 to under 35 years_age","Total, 35 to under 40 years_age","Total, 40 to under 45 years_age","Total, 45 to under 50 years_age","Total, 50 to under 55 years_age","Total, 55 to under 60 years_age","Total, 60 to under 65 years_age","Total, 65 to under 75 years_age","Total, 75 years and older_age",Total_age,"Male, Under 3 years_age","Male, 3 to under 6 years_age","Male, 6 to under 10 years_age","Male, 10 to under 15 years_age","Male, 15 to under 18 years_age","Male, 18 to under 20 years_age","Male, 20 to under 25 years_age","Male, 25 to under 30 years_age","Male, 30 to under 35 years_age","Male, 35 to under 40 years_age","Male, 40 to under 45 years_age","Male, 45 to under 50 years_age","Male, 50 to under 55 years_age","Male, 55 to under 60 years_age","Male, 60 to under 65 years_age","Male, 65 to under 75 years_age","Male, 75 years and older_age","Male, Total_age","Female, Under 3 years_age","Female, 3 to under 6 years_age","Female, 6 to under 10 years_age","Female, 10 to under 15 years_age","Female, 15 to under 18 years_age","Female, 18 to under 20 years_age","Female, 20 to under 25 years_age","Female, 25 to under 30 years_age","Female, 30 to under 35 years_age","Female, 35 to under 40 years_age","Female, 40 to under 45 years_age","Female, 45 to under 50 years_age","Female, 50 to under 55 years_age","Female, 55 to under 60 years_age","Female, 60 to under 65 years_age","Female, 65 to under 75 years_age","Female, 75 years and older_age","Female, Total_age",Total_workingAge,"Total, Male_workingAge","Total, Female_workingAge",Foreigners_workingAge,"Foreigneres, Male_workingAge","Foreigners, Female_workingAge",Area (km^2)_surface,Total Unemployed_unemployed,Foreigners_unemployed,Severely Impaired_unemployed,15 to under 20 years_unemployed,15 to under 25 years_unemployed,55 to under 65 years_unemployed,Long-term Unemployed_unemployed,Veräußerungsfälle von Bauland - Total (Number)_worthArea,Veräußerte Baulandfläche - Total (1000 qm)_worthArea,Kaufsumme - Total (Tsd. EUR)_worthArea,Durchschnittlicher Kaufwert je qm - Total (EUR)_worthArea,Veräußerungsfälle von Bauland - Building Land (Number)_worthArea,Veräußerte Baulandfläche - Building Land (1000 qm)_worthArea,Kaufsumme - Building Land (Tsd. EUR)_worthArea,Durchschnittlicher Kaufwert je qm - Building Land (EUR)_worthArea
339,12069,Potsdam-Mittelmark, Landkreis,1570,828,742,5,693,0,88,28,0,0,331,3,0,183,0,0,0,0,60,0,2208,1095,1113,483,105,105,5,308,56,36,20,34,24,18,8,5197,5734,8297,10214,6308,3610,6021,9591,11300,12923,13105,18225,21697,18367,15924,21451,22946,210910,2693,2969,4233,5229,3195,1912,3371,5100,5753,6378,6649,9033,11075,9370,8067,10416,9277,104720,2504,2765,4064,4985,3113,1698,2650,4491,5547,6545,6456,9192,10622,8997,7857,11035,13669,106190,81003,40274,40729,1599,905,694,2591.94,6654,339,359,107,436,1879,2636,761,1441,94801,"65,79",697,1181,78068,"66,13"
340,12070,Prignitz, Landkreis,549,271,278,1,357,0,67,17,0,0,134,0,20,31,0,23,0,0,65,0,1210,591,619,141,68,34,20,26,14,51,22,30,12,4,3,1636,1680,2180,2800,1858,1073,2382,4142,4034,3797,3835,5642,7804,7344,6761,9213,11392,77573,823,882,1099,1475,989,610,1345,2314,2225,2065,2074,2871,3982,3747,3341,4305,4409,38556,813,798,1081,1325,869,463,1037,1828,1809,1732,1761,2771,3822,3597,3420,4908,6983,39017,28284,15090,13194,352,247,105,2138.59,4702,112,256,54,286,1168,2186,139,239,2468,"10,33",125,147,1856,"12,65"
341,12071,Spree-Neiße, Landkreis,775,413,362,3,540,0,102,43,6,0,156,76,0,0,64,20,0,0,73,0,1687,849,838,166,51,20,6,105,36,41,9,0,0,0,0,2476,2573,3631,4317,2858,1526,2801,5394,6133,6068,6216,9279,11944,11542,10719,14041,16117,117635,1319,1270,1884,2230,1499,836,1578,2963,3298,3153,3221,4690,6107,5848,5337,6626,6200,58059,1157,1303,1747,2087,1359,690,1223,2431,2835,2915,2995,4589,5837,5694,5382,7415,9917,59576,44372,23204,21168,425,259,166,1657.43,5912,189,336,36,221,1612,2380,186,497,4211,"8,47",152,255,3331,"13,07"
342,12072,Teltow-Fläming, Landkreis,1299,665,634,2,503,0,145,49,0,0,224,28,22,0,0,35,0,0,0,0,2025,1011,1014,188,91,37,12,43,22,82,45,26,12,11,2,4144,4233,5732,7101,4260,2596,5301,9390,10160,10073,9665,13579,16293,13668,11759,16956,18643,163553,2115,2114,2940,3701,2195,1391,2920,4969,5326,5245,4966,6944,8434,6979,5903,8071,7301,81514,2029,2119,2792,3400,2065,1205,2381,4421,4834,4828,4699,6635,7859,6689,5856,8885,11342,82039,65604,33962,31642,1593,974,619,2104.22,6019,289,277,88,417,1431,2374,982,1332,80337,"60,33",911,740,51937,"70,19"
343,12073,Uckermark, Landkreis,855,437,418,5,752,0,105,35,15,32,303,60,19,51,42,12,6,0,72,0,1697,874,823,108,54,40,18,34,14,34,22,0,0,0,0,2676,2649,3820,4782,3003,1701,3434,6223,6230,6328,6184,8898,11824,11575,10574,14662,16451,121014,1372,1384,2014,2414,1604,898,1877,3305,3353,3242,3141,4482,5926,5924,5218,6881,6457,59492,1304,1265,1806,2368,1399,803,1557,2918,2877,3086,3043,4416,5898,5651,5356,7781,9994,61522,42474,22304,20170,501,306,195,3076.92,9371,284,603,127,570,2667,4905,188,340,3993,"11,74",170,237,3155,"13,33"
344,13003,Rostock, kreisfreie Stadt,2094,1019,1075,6,1491,24,385,125,31,20,418,0,67,90,41,43,51,35,146,15,2310,1167,1143,294,139,51,24,39,17,110,61,94,37,17,9,5730,5121,6194,6868,3970,3591,12287,20676,16334,12835,9815,12550,15068,13806,13533,21403,26230,206011,2875,2631,3153,3500,2078,1759,5920,11099,8871,7027,5322,6524,7627,6677,6369,9499,10147,101078,2855,2490,3041,3368,1892,1832,6367,9577,7463,5808,4493,6026,7441,7129,7164,11904,16083,104933,73837,36772,37065,1728,1036,692,181.26,10670,916,502,162,874,1858,3702,18,57,2898,"50,58",18,57,2898,"50,58"
345,13004,Schwerin, kreisfreie Stadt,884,459,425,2,1470,21,210,71,48,35,372,0,69,78,150,51,33,44,245,43,1201,596,605,277,167,4,2,33,6,152,120,88,39,18,11,2711,2632,3330,3808,2251,1901,4388,7152,6538,6088,4955,6190,7375,7060,7236,10562,12623,96800,1401,1353,1737,1958,1246,995,2403,3711,3446,3254,2609,3148,3573,3395,3337,4766,4696,47028,1310,1279,1593,1850,1005,906,1985,3441,3092,2834,2346,3042,3802,3665,3899,5796,7927,49772,33941,16506,17435,724,412,312,130.52,4996,593,284,92,435,931,1679,108,352,13530,"38,47",75,67,8190,"123,15"
346,13071,Mecklenburgische Seenplatte, Landkreis,1996,980,1016,5,1641,38,379,113,59,0,585,0,81,64,96,50,10,20,146,0,3498,1799,1699,196,94,73,30,2,2,64,36,57,26,15,12,6252,6391,8802,10475,6387,3701,7897,15117,15058,14900,13692,18641,25283,24815,22889,28663,33554,262517,3230,3271,4478,5394,3290,2052,4232,8183,7939,7832,7253,9443,12810,12453,11154,13567,12601,129182,3022,3120,4324,5081,3097,1649,3665,6934,7119,7068,6439,9198,12473,12362,11735,15096,20953,133335,96516,48782,47734,857,511,346,5470.35,17481,477,1333,245,1209,4222,6788,351,546,24503,"44,92",339,506,23901,"47,24"
347,13072,Rostock, Landkreis,1727,897,830,5,810,0,175,22,17,0,329,3,24,97,36,41,0,0,66,0,2642,1392,1250,112,56,30,13,16,4,47,29,19,10,0,0,5343,5675,7641,9296,5351,3051,5531,10999,12663,12715,11846,16748,21666,19811,18122,22879,24136,213473,2723,2937,3878,4775,2718,1695,3050,5912,6632,6777,6225,8600,11088,10034,9078,11046,9506,106674,2620,2738,3763,4521,2633,1356,2481,5087,6031,5938,5621,8148,10578,9777,9044,11833,14630,106799,80512,40582,39930,1041,684,357,3422.52,8659,234,353,129,636,2021,3017,255,406,11618,"28,64",175,214,9997,"46,81"
348,13073,Vorpommern-Rügen, Landkreis,1711,892,819,5,1215,2,229,65,40,0,436,58,54,41,64,29,0,50,122,25,2918,1517,1401,203,108,15,8,26,18,90,49,72,33,11,5,5134,5499,7414,8536,5079,3201,7011,12896,13300,13054,11548,16370,21527,20458,18954,25157,29682,224820,2606,2857,3751,4364,2600,1705,3797,6871,7056,6893,6058,8341,10997,10220,9365,11819,11585,110885,2528,2642,3663,4172,2479,1496,3214,6025,6244,6161,5490,8029,10530,10238,9589,13338,18097,113935,80828,39679,41149,1391,757,634,3207.38,13757,371,699,190,916,3395,4077,379,605,26905,"44,44",345,530,26084,"49,20"
349,13074,Nordwestmecklenburg, Landkreis,1288,645,643,2,588,0,145,47,3,0,220,0,30,38,0,18,0,0,87,0,1819,955,864,52,23,14,7,0,0,16,5,22,11,6,2,3839,4142,5411,6706,3931,2408,5312,9568,9872,9466,8854,11930,14591,13601,12414,16124,18101,156270,1951,2127,2798,3433,1999,1350,2965,5108,5161,5028,4648,6118,7480,6832,6247,7688,6938,77871,1888,2015,2613,3273,1932,1058,2347,4460,4711,4438,4206,5812,7111,6769,6167,8436,11163,78399,60818,31524,29294,769,464,305,2118.52,6817,303,374,120,511,1662,2620,341,717,16964,"23,67",229,247,13110,"52,99"
350,13075,Vorpommern-Greifswald, Landkreis,1932,1016,916,8,2276,26,425,116,59,31,679,0,148,146,149,61,108,34,294,0,3225,1647,1578,178,104,55,25,15,5,47,40,61,34,18,5,5709,5889,7779,9318,5330,3602,9706,16120,14767,13470,12022,16239,21565,21594,19924,25158,30166,238358,2941,2952,4068,4798,2768,1830,4982,8264,7765,7093,6373,8298,10901,10886,9912,12059,11463,117353,2768,2937,3711,4520,2562,1772,4724,7856,7002,6377,5649,7941,10664,10708,10012,13099,18703,121005,83026,41297,41729,1343,792,551,3929.73,15151,582,888,197,1040,3646,5789,338,655,10868,"16,60",229,271,9791,"36,18"
351,13076,Ludwigslust-Parchim, Landkreis,1666,853,813,6,944,0,228,50,0,0,333,0,31,213,49,0,40,0,0,0,2702,1345,1357,62,33,26,12,7,5,0,0,29,16,8,5,5231,5296,7037,8985,5759,3307,6469,12119,12702,12375,11884,16545,21458,19924,18362,22183,24477,214113,2658,2743,3580,4622,3146,1877,3792,6606,6932,6703,6326,8412,11008,10123,9181,10844,9208,107761,2573,2553,3457,4363,2613,1430,2677,5513,5770,5672,5558,8133,10450,9801,9181,11339,15269,106352,85885,44843,41042,1612,1046,566,4752.46,8565,298,563,161,713,1978,3160,268,421,9123,"21,64",137,147,6987,"47,65"
352,14511,Chemnitz, kreisfreie Stadt,2348,1201,1147,3,2329,26,515,128,48,47,814,29,122,114,108,78,86,0,196,18,3392,1599,1793,781,437,163,81,95,76,380,201,143,79,x,x,6701,6359,7898,8984,5500,3873,11685,19690,17165,14721,12411,15543,17618,15994,18132,31838,34533,248645,3433,3293,4042,4640,2885,2125,6502,10983,9479,8008,6661,8124,8766,7749,8382,14509,13167,122748,3268,3066,3856,4344,2615,1748,5183,8707,7686,6713,5750,7419,8852,8245,9750,17329,21366,125897,86940,44535,42405,1834,1174,660,221.05,11267,1088,860,156,762,2822,4568,294,317,20178,"63,62",278,291,19626,"67,51"
353,14521,Erzgebirgskreis,,2693,1342,1351,6,2074,10,410,144,55,23,753,37,87,32,154,50,13,0,230,76,5092,2469,2623,426,235,57,22,37,28,105,59,227,126,x,x,8264,8695,11740,14432,8421,4891,9586,17293,19273,19765,19712,23419,28347,28412,32146,44053,49216,347665,4203,4392,6103,7383,4313,2557,5291,9417,10299,10520,10598,12073,14247,13960,15765,20950,18293,170364,4061,4303,5637,7049,4108,2334,4295,7876,8974,9245,9114,11346,14100,14452,16381,23103,30923,177301,133695,70637,63058,863,511,352,1827.9,13061,316,932,173,806,3880,4704,215,337,9351,"27,71",187,222,7511,"33,87"
354,14522,Mittelsachsen, Landkreis,2452,1250,1202,7,1441,0,338,89,5,0,452,0,34,62,52,36,198,60,115,0,4496,2224,2272,370,182,136,49,44,29,109,61,81,43,x,x,7593,7855,10332,12460,7323,4381,9953,17515,17507,17685,17030,22674,26575,25049,25650,38069,44799,312450,3908,3995,5344,6340,3794,2424,5647,9767,9538,9561,9107,11724,13497,12535,12713,17965,17225,155084,3685,3860,4988,6120,3529,1957,4306,7748,7969,8124,7923,10950,13078,12514,12937,20104,27574,157366,122707,64696,58011,1160,723,437,2116.32,12253,416,832,151,779,3704,5402,1146,2647,85491,"32,29",1061,2205,80296,"36,42"
355,14523,Vogtlandkreis,,1740,920,820,6,1698,16,393,119,34,32,476,82,64,63,7,55,47,50,260,0,3643,1738,1905,351,172,90,37,20,11,124,71,117,53,x,x,5173,5308,7151,8926,5509,3178,6603,11949,12532,12293,12916,16751,19737,18945,19617,30855,34875,232318,2673,2716,3816,4609,2884,1705,3640,6369,6658,6620,6857,8623,9943,9398,9351,14202,13110,113174,2500,2592,3335,4317,2625,1473,2963,5580,5874,5673,6059,8128,9794,9547,10266,16653,21765,119144,86958,45097,41861,1009,664,345,1412.42,8524,390,586,105,538,2353,2852,172,447,7359,"16,47",149,135,4675,"34,63"
356,14524,Zwickau, Landkreis,2493,1278,1215,6,2065,35,475,111,36,26,645,39,113,82,68,42,87,24,282,0,5179,2378,2801,465,240,112,39,69,57,148,69,136,75,x,x,7747,7727,10143,12686,7582,4470,10220,17404,18112,17460,17800,23497,27654,25511,26618,42153,47750,324534,3988,3992,5181,6421,3901,2399,5532,9342,9624,9224,9413,12085,14057,12705,12779,19405,18019,158067,3759,3735,4962,6265,3681,2071,4688,8062,8488,8236,8387,11412,13597,12806,13839,22748,29731,166467,125354,66126,59228,1335,831,504,949.79,11787,517,837,138,737,3447,4605,399,423,15714,"37,13",372,371,14896,"40,14"
357,14612,Dresden, kreisfreie Stadt,6222,3174,3048,7,3685,72,887,253,81,91,1071,0,201,160,158,162,68,40,380,61,5484,2662,2822,1356,704,277,100,184,105,595,321,300,178,x,x,18284,16692,19665,20361,11289,9826,33835,53358,45588,38367,30263,33904,35273,29874,29921,54016,63309,543825,9415,8491,10066,10526,5891,5107,17767,28538,24350,20145,16137,17906,17808,14768,13981,24268,25246,270410,8869,8201,9599,9835,5398,4719,16068,24820,21238,18222,14126,15998,17465,15106,15940,29748,38063,273415,205436,104048,101388,6763,3905,2858,328.48,22489,2319,1243,283,1522,4324,8173,391,1127,188135,"166,99",379,873,183213,"209,75"
358,14625,Bautzen, Landkreis,2517,1311,1206,7,1764,21,379,104,28,24,574,32,61,180,71,60,0,45,185,0,4158,2049,2109,335,172,78,38,32,26,112,46,113,62,x,x,7800,8116,10714,12883,7673,4066,7831,15440,17266,17835,17191,21956,27739,25906,24601,35671,43585,306273,4007,4135,5481,6627,3922,2197,4426,8323,9264,9555,9232,11359,14041,12973,12248,16668,16891,151349,3793,3981,5233,6256,3751,1869,3405,7117,8002,8280,7959,10597,13698,12933,12353,19003,26694,154924,119119,62403,56716,903,561,342,2395.6,12945,309,834,122,718,3574,6162,470,1621,36889,"22,76",424,1123,30230,"26,93"
359,14626,Görlitz, Landkreis,1896,990,906,7,1939,17,396,103,27,22,618,41,85,75,90,61,15,62,297,30,4064,2009,2055,478,271,141,54,72,49,148,92,117,76,x,x,6119,6256,8636,10336,6350,3762,7430,12901,13569,13576,13725,18168,22950,21791,21745,32958,39728,260000,3129,3198,4396,5221,3312,1899,4018,6812,7293,7346,7272,9379,11642,10954,10746,15425,15283,127325,2990,3058,4240,5115,3038,1863,3412,6089,6276,6230,6453,8789,11308,10837,10999,17533,24445,132675,91670,47628,44042,1347,753,594,2111.42,14933,728,731,149,806,4644,6699,447,1800,26143,"14,52",355,1064,21841,"20,54"
360,14627,Meißen, Landkreis,1996,1023,973,6,1207,21,323,70,43,0,489,30,46,63,0,37,0,0,85,0,3220,1538,1682,344,189,59,22,32,23,110,66,143,78,x,x,6195,6566,8563,10697,5999,3346,6646,12363,14018,14639,14044,17955,21822,19702,19179,28710,34800,245244,3147,3402,4455,5438,3124,1787,3694,6648,7504,7773,7445,9394,11079,9862,9422,13319,13639,121132,3048,3164,4108,5259,2875,1559,2952,5715,6514,6866,6599,8561,10743,9840,9757,15391,21161,124112,93447,48547,44900,1042,676,366,1454.59,10365,282,679,75,510,3068,4006,539,1465,50764,"34,66",491,1083,45446,"41,97"
361,14628,Sächsische Schweiz-Osterzgebirge, Landkreis,2026,1051,975,6,1293,0,261,93,15,0,419,0,17,255,111,34,0,0,88,0,3482,1684,1798,325,151,42,12,40,34,130,64,113,41,x,x,6428,6826,8853,10875,6250,3456,6788,13121,13944,14750,14425,17978,21249,18869,19172,30070,34358,247412,3440,3473,4566,5585,3249,1872,3788,6930,7270,7728,7688,9358,10991,9493,9387,14158,13589,122565,2988,3353,4287,5290,3001,1584,3000,6191,6674,7022,6737,8620,10258,9376,9785,15912,20769,124847,95468,48176,47292,999,588,411,1654.18,9383,386,444,128,633,2529,3820,255,267,19370,"72,64",255,267,19370,"72,64"
362,14713,Leipzig, kreisfreie Stadt,6598,3468,3130,7,4004,30,1118,194,79,54,1293,10,166,89,90,170,227,124,340,20,6136,2978,3158,875,432,201,92,103,75,412,185,159,80,x,x,18826,16407,18832,19907,11000,8872,34070,57995,50762,40916,31108,35379,37286,31380,30805,53949,62978,560472,9791,8337,9577,10183,5652,4222,15900,29167,26620,21878,16938,18826,19203,15388,14480,24160,24092,274414,9035,8070,9255,9724,5348,4650,18170,28828,24142,19038,14170,16553,18083,15992,16325,29789,38886,286058,203027,102798,100229,7437,4614,2823,297.8,27270,3431,1405,378,2101,5019,8887,287,370,42225,"114,14",.,.,.,"118,12"
363,14729,Leipzig, Landkreis,1964,989,975,4,1124,1,265,66,20,0,410,0,54,131,0,39,23,0,115,0,3475,1675,1800,200,100,48,17,18,16,20,14,114,53,x,x,6206,6646,8997,10957,6336,3569,6754,12640,14192,15290,14978,20476,23953,21708,20762,30924,34020,258408,3163,3524,4582,5679,3161,1951,3702,6636,7342,7928,7797,10527,12348,10815,10240,14426,13056,126877,3043,3122,4415,5278,3175,1618,3052,6004,6850,7362,7181,9949,11605,10893,10522,16498,20964,131531,100718,51130,49588,868,551,317,1651.39,9982,222,535,118,638,2704,3547,422,596,36404,"61,13",.,.,.,"63,51"
364,14730,Nordsachsen, Landkreis,1521,786,735,7,1430,12,241,103,11,0,379,0,54,90,180,3,22,0,335,0,2646,1280,1366,222,123,70,31,34,22,15,8,103,62,x,x,4743,4848,6580,8236,4696,2771,5371,10355,11553,11640,11279,15338,18529,17329,16190,21947,26200,197605,2420,2515,3402,4186,2522,1483,3011,5612,6161,6219,5986,7921,9397,8826,8071,10313,10007,98052,2323,2333,3178,4050,2174,1288,2360,4743,5392,5421,5293,7417,9132,8503,8119,11634,16193,99553,78269,40712,37557,1078,661,417,2028.42,10061,429,488,126,639,2842,4497,451,1007,34213,"33,96",422,510,19480,"38,21"
365,15001,Dessau-Roßlau, kreisfreie Stadt,590,319,271,3,947,26,246,53,30,46,289,0,42,38,0,55,22,0,80,20,1287,617,670,263,155,22,7,107,71,77,47,57,30,9,5,1754,1804,2389,2792,1684,1028,2633,4788,4476,4247,4083,5884,7233,6598,6725,11619,13182,82919,908,952,1234,1480,895,536,1364,2567,2355,2248,2110,3027,3607,3349,3148,5333,5198,40311,846,852,1155,1312,789,492,1269,2221,2121,1999,1973,2857,3626,3249,3577,6286,7984,42608,29814,15041,14773,401,244,157,244.74,4612,225,257,62,328,1194,1893,53,91,3745,"41,04",45,56,2407,"42,71"
366,15002,Halle (Saale), kreisfreie Stadt,2211,1123,1088,6,2969,36,687,145,71,38,786,39,148,181,139,101,298,50,193,57,3092,1517,1575,463,247,38,20,226,138,143,60,56,29,25,17,6558,6253,7906,8848,5075,4628,15574,20580,17192,14055,12574,15387,16219,14643,15619,27575,28305,236991,3391,3195,4019,4567,2704,2251,7336,10655,9125,7529,6642,7975,8094,6982,7126,12387,10603,114581,3167,3058,3887,4281,2371,2377,8238,9925,8067,6526,5932,7412,8125,7661,8493,15188,17702,122410,80094,40396,39698,2200,1505,695,135.02,13146,1406,649,179,920,2623,4922,211,425,22425,"52,82",193,272,19910,"73,31"
367,15003,Magdeburg, kreisfreie Stadt,2198,1133,1065,6,2337,45,529,170,74,57,494,45,104,191,272,81,58,35,162,20,2919,1421,1498,559,226,86,43,172,71,259,94,42,18,11,4,6401,6045,7387,8271,4757,4304,14340,20995,16869,13756,12104,15513,17643,15512,15620,26815,29391,235723,3346,3094,3808,4259,2543,2298,7497,11459,9138,7242,6401,7958,8824,7568,7210,11943,11222,115810,3055,2951,3579,4012,2214,2006,6843,9536,7731,6514,5703,7555,8819,7944,8410,14872,18169,119913,85694,43647,42047,2278,1440,838,201,13453,1302,490,195,1082,2556,4765,187,270,14962,"55,33",171,160,12323,"77,18"
368,15081,Altmarkkreis Salzwedel,,719,347,372,1,430,0,135,41,.,0,204,0,42,0,0,.,0,0,0,0,1150,590,560,155,64,42,13,113,51,0,0,0,0,0,0,2195,2178,2913,3581,2252,1353,2667,4925,5120,4817,4727,6761,8471,7893,6775,8850,10686,86164,1116,1118,1519,1862,1205,727,1452,2694,2775,2608,2531,3491,4391,3965,3406,4183,4061,43104,1079,1060,1394,1719,1047,626,1215,2231,2345,2209,2196,3270,4080,3928,3369,4667,6625,43060,35860,19410,16450,562,379,183,2293.05,3941,162,153,58,301,932,1428,126,218,2932,"13,48",117,151,2779,"18,37"
369,15082,Anhalt-Bitterfeld, Landkreis,1211,589,622,3,890,0,249,82,.,0,429,0,41,0,58,.,0,0,0,0,2548,1217,1331,328,145,39,21,193,73,96,51,0,0,0,0,3606,3621,4845,6022,3690,2372,5179,8923,9101,8971,9159,12468,15169,14549,14086,20422,22634,164817,1817,1906,2442,3087,1907,1307,2980,4835,4934,4807,4890,6345,7579,7216,6955,9414,8519,80940,1789,1715,2403,2935,1783,1065,2199,4088,4167,4164,4269,6123,7590,7333,7131,11008,14115,83877,62515,32967,29548,883,552,331,1453.53,8783,228,378,97,588,2276,3605,177,797,9957,"12,49",155,215,6403,"29,76"
370,15083,Börde, Landkreis,1405,701,704,3,641,17,151,15,28,0,161,32,20,20,0,27,0,40,130,0,2291,1186,1105,175,52,21,9,143,42,11,1,0,0,3,1,4350,4382,5880,6988,4353,2444,5274,9604,10486,10451,10331,14072,16556,15750,14273,18523,19756,173473,2200,2217,3057,3602,2265,1402,3033,5163,5493,5671,5404,7274,8512,7885,7268,8901,7472,86819,2150,2165,2823,3386,2088,1042,2241,4441,4993,4780,4927,6798,8044,7865,7005,9622,12284,86654,73265,38650,34615,566,360,206,2366.65,7252,250,342,94,547,1811,2746,326,533,12199,"22,90",309,384,10734,"27,93"
371,15084,Burgenlandkreis,,1407,715,692,2,1076,0,263,91,20,21,354,0,89,27,47,30,39,0,95,0,2815,1403,1412,247,119,54,19,141,78,18,3,34,19,5,4,4152,4063,5524,6870,4074,2488,5501,10025,10468,10006,9788,14067,16853,16114,15203,22263,26622,184081,2171,2106,2874,3528,2159,1395,3138,5540,5691,5476,5331,7387,8567,8054,7517,10407,9935,91276,1981,1957,2650,3342,1915,1093,2363,4485,4777,4530,4457,6680,8286,8060,7686,11856,16687,92805,69295,37115,32180,1161,850,311,1413.69,9725,294,339,135,655,2331,3578,206,281,6552,"23,35",175,141,4783,"33,88"
372,15085,Harz, Landkreis,1574,795,779,5,1642,0,321,103,71,24,584,64,108,40,35,32,15,0,227,18,3474,1643,1831,443,233,62,32,181,83,164,96,36,22,9,5,4991,4983,6699,8651,5618,3299,7348,11812,12247,12046,11848,16735,20094,18619,18334,27847,30195,221366,2632,2543,3532,4539,3060,1850,4088,6452,6510,6393,6230,8534,10136,9263,8962,12939,11363,109026,2359,2440,3167,4112,2558,1449,3260,5360,5737,5653,5618,8201,9958,9356,9372,14908,18832,112340,83813,43830,39983,858,547,311,2104.52,8988,181,268,121,660,1985,3012,263,445,11113,"24,99",229,169,7639,"45,28"
373,15086,Jerichower Land, Landkreis,699,342,357,4,756,0,122,28,1,0,322,0,23,20,75,0,0,0,135,30,1306,656,650,154,68,28,9,78,33,20,15,28,11,2,2,2217,2150,2896,3648,2219,1266,2679,4741,5119,5252,5116,7126,9049,8434,7624,10433,11724,91693,1118,1065,1451,1914,1188,694,1564,2660,2825,2810,2722,3696,4618,4288,3847,4956,4454,45870,1099,1085,1445,1734,1031,572,1115,2081,2294,2442,2394,3430,4431,4146,3777,5477,7270,45823,35478,18574,16904,385,236,149,1576.85,4717,183,169,48,298,1291,1675,121,128,4144,"32,37",87,95,3019,"31,88"
374,15087,Mansfeld-Südharz, Landkreis,942,488,454,1,780,13,176,29,34,0,314,54,29,0,30,26,0,0,75,0,2184,1139,1045,213,119,54,23,87,52,72,44,0,0,0,0,2950,3058,4161,5163,3234,1805,4064,7180,7425,7334,7694,10351,12975,12582,12346,18498,20588,141408,1525,1546,2154,2624,1721,1022,2318,3936,4074,3919,4107,5358,6494,6367,6115,8687,7864,69831,1425,1512,2007,2539,1513,783,1746,3244,3351,3415,3587,4993,6481,6215,6231,9811,12724,71577,50102,26870,23232,349,230,119,1448.84,9398,290,349,114,620,2496,4524,99,101,2167,"21,41",85,73,1870,"25,76"
375,15088,Saalekreis,,1373,706,667,1,649,0,75,34,5,0,220,74,33,0,54,19,0,40,80,15,2521,1257,1264,285,107,27,12,191,70,67,25,0,0,0,0,4321,4625,6185,7456,4385,2574,5647,9931,10578,10965,10847,14752,17256,16078,15840,22471,22520,186431,2168,2379,3249,3874,2252,1357,3227,5268,5567,5836,5671,7589,8758,7964,7777,10752,8651,92339,2153,2246,2936,3582,2133,1217,2420,4663,5011,5129,5176,7163,8498,8114,8063,11719,13869,94092,75563,39638,35925,842,631,211,1433.67,9314,338,413,131,698,2221,3418,355,817,20406,"24,98",319,277,10261,"37,07"
376,15089,Salzlandkreis,,1388,713,675,6,1464,6,282,72,3,0,516,64,66,124,0,42,12,60,217,0,3157,1535,1622,244,106,37,16,165,66,17,7,25,17,0,0,4477,4421,6021,7411,4561,2764,6164,10847,10747,10408,10592,15197,18188,16780,16141,24662,27314,196695,2318,2233,3142,3767,2347,1544,3383,5811,5785,5541,5724,7811,9075,8271,7927,11313,10169,96161,2159,2188,2879,3644,2214,1220,2781,5036,4962,4867,4868,7386,9113,8509,8214,13349,17145,100534,71281,38153,33128,760,507,253,1426.73,11463,281,410,85,455,2685,3661,147,319,4809,"15,09",131,137,3301,"24,02"
