,Index,Name,Type,Total_births,Male_births,Female_births,Hospitals_hospital,Beds in hospitals (JD)_hospital,Opthamology_hospital,Surgery_hospital,Welfare and obstetrics_hospital,"Ear, nose, and throat specialists_hospital",Skin and venereal disease_hospital,Internal Medicine_hospital,Geriatrics_hospital,Pediatrics_hospital,Neurology_hospital,Orthopedics_hospital,Urology_hospital,Other areas_hospital,Children and youth psychiatry and psychotherapy_hospital,Psychiatry and psychotherapy_hospital,Psychotherapeutic medicine_hospital,Total_deaths,Male_deaths,Female_deaths,"Graduates, Male_edu","Graduates, Female_edu","Hauptschulabschluss Graduates, Male_edu","Hauptschulabschluss Graduates, Female_edu","Mittlerem Abschluss Graduates, Male_edu","Mittlerem Abschluss Graduates, Female_edu","Fachhochschulreife Graduates, Male_edu","Fachhochschulreife Graduates, Female_edu","Allg. Hochschulreife-einschl.fachge.Hochschulreife Graduates, Male_edu","Allg. Hochschulreife-einschl.fachge.Hochschulreife Graduates, Female_edu","nachrichtl.: zus.erw.schul.Teil d. Fachhochs.reife, Male_edu","nachrichtl.: zus.erw.schul.Teil d. Fachhochs.reife, Female_edu","Total, Under 3 years_age","Total, 3 to under 6 years_age","Total, 6 to under 10 years_age","Total, 10 to under 15 years_age","Total, 15 to under 18 years_age","Total, 18 to under 20 years_age","Total, 20 to under 25 years_age","Total, 25 to under 30 years_age","Total, 30 to under 35 years_age","Total, 35 to under 40 years_age","Total, 40 to under 45 years_age","Total, 45 to under 50 years_age","Total, 50 to under 55 years_age","Total, 55 to under 60 years_age","Total, 60 to under 65 years_age","Total, 65 to under 75 years_age","Total, 75 years and older_age",Total_age,"Male, Under 3 years_age","Male, 3 to under 6 years_age","Male, 6 to under 10 years_age","Male, 10 to under 15 years_age","Male, 15 to under 18 years_age","Male, 18 to under 20 years_age","Male, 20 to under 25 years_age","Male, 25 to under 30 years_age","Male, 30 to under 35 years_age","Male, 35 to under 40 years_age","Male, 40 to under 45 years_age","Male, 45 to under 50 years_age","Male, 50 to under 55 years_age","Male, 55 to under 60 years_age","Male, 60 to under 65 years_age","Male, 65 to under 75 years_age","Male, 75 years and older_age","Male, Total_age","Female, Under 3 years_age","Female, 3 to under 6 years_age","Female, 6 to under 10 years_age","Female, 10 to under 15 years_age","Female, 15 to under 18 years_age","Female, 18 to under 20 years_age","Female, 20 to under 25 years_age","Female, 25 to under 30 years_age","Female, 30 to under 35 years_age","Female, 35 to under 40 years_age","Female, 40 to under 45 years_age","Female, 45 to under 50 years_age","Female, 50 to under 55 years_age","Female, 55 to under 60 years_age","Female, 60 to under 65 years_age","Female, 65 to under 75 years_age","Female, 75 years and older_age","Female, Total_age",Total_workingAge,"Total, Male_workingAge","Total, Female_workingAge",Foreigners_workingAge,"Foreigneres, Male_workingAge","Foreigners, Female_workingAge",Area (km^2)_surface,Total Unemployed_unemployed,Foreigners_unemployed,Severely Impaired_unemployed,15 to under 20 years_unemployed,15 to under 25 years_unemployed,55 to under 65 years_unemployed,Long-term Unemployed_unemployed,Veräußerungsfälle von Bauland - Total (Number)_worthArea,Veräußerte Baulandfläche - Total (1000 qm)_worthArea,Kaufsumme - Total (Tsd. EUR)_worthArea,Durchschnittlicher Kaufwert je qm - Total (EUR)_worthArea,Veräußerungsfälle von Bauland - Building Land (Number)_worthArea,Veräußerte Baulandfläche - Building Land (1000 qm)_worthArea,Kaufsumme - Building Land (Tsd. EUR)_worthArea,Durchschnittlicher Kaufwert je qm - Building Land (EUR)_worthArea
0,1001,Flensburg, kreisfreie Stadt,857,449,408,2,863,1,198,66,20,0,241,75,33,43,0,38,6,0,87,0,1064,508,556,966,389,123,50,227,87,203,38,248,137,165,77,2264,2240,2668,3350,2315,2039,8107,7517,5368,4786,4703,6296,6329,5589,4795,8612,8964,85942,1143,1130,1388,1744,1213,1004,3905,4181,2962,2589,2374,3268,3240,2725,2308,4042,3551,42767,1121,1110,1280,1606,1102,1035,4202,3336,2406,2197,2329,3028,3089,2864,2487,4570,5413,43175,27702,14106,13596,1612,914,698,56.74,4870,602,278,137,622,677,1765,45,32,3097,"98,26",45,32,3097,"98,26"
1,1002,Kiel, kreisfreie Stadt,2492,1261,1231,8,2265,74,369,119,80,63,625,90,121,84,205,65,148,0,0,0,2443,1189,1254,1548,737,108,36,412,171,251,101,475,273,302,156,6734,5998,7713,9338,6006,5128,22211,25297,19230,15394,14292,18110,17730,15131,12780,22578,22636,246306,3412,3082,3957,4903,3108,2472,10319,12642,9744,7824,7307,9351,8789,7428,6132,10681,8684,119835,3322,2916,3756,4435,2898,2656,11892,12655,9486,7570,6985,8759,8941,7703,6648,11897,13952,126471,81444,42080,39364,4689,2796,1893,118.65,13022,2665,539,237,1167,2088,5037,22,27,7645,"284,83",20,24,7359,"308,58"
2,1003,Lübeck, kreisfreie Stadt,1887,1002,885,6,1720,44,310,98,58,55,497,144,90,86,36,44,46,47,22,0,2860,1416,1444,1333,573,80,25,421,183,241,73,361,177,230,115,5518,5271,7094,8757,5962,4433,13478,15296,13697,12528,12789,16870,17400,14640,12568,23787,26165,216253,2887,2703,3583,4451,3074,2228,6836,7802,7034,6089,6345,8390,8531,7068,5832,10854,9976,103683,2631,2568,3511,4306,2888,2205,6642,7494,6663,6439,6444,8480,8869,7572,6736,12933,16189,112570,71336,36842,34494,4080,2480,1600,214.21,10858,1797,497,197,974,1722,4168,65,174,13773,"79,04",64,170,13714,"80,54"
3,1004,Neumünster, kreisfreie Stadt,629,319,310,3,678,0,174,39,6,0,170,82,32,40,0,25,9,0,79,10,1014,519,495,825,373,98,39,193,91,127,33,246,123,161,87,1960,1997,2830,3692,2711,1930,4649,5189,4461,4352,4724,6274,6408,5549,4741,8521,9209,79197,985,1032,1468,1915,1386,1020,2516,2743,2332,2224,2377,3195,3237,2800,2278,4028,3582,39118,975,965,1362,1777,1325,910,2133,2446,2129,2128,2347,3079,3171,2749,2463,4493,5627,40079,26311,14203,12108,1191,766,425,71.63,4201,694,217,107,468,714,1720,25,50,2898,"58,05",19,22,2333,"105,22"
4,1051,Dithmarschen, Landkreis,960,487,473,1,703,0,135,42,5,0,238,62,34,24,0,3,23,0,75,13,1845,934,911,400,210,55,29,164,96,61,19,82,43,38,23,3018,3174,4480,6349,4586,3349,7186,6697,6356,6629,7576,11056,11451,9983,9072,15764,16191,132917,1532,1634,2300,3220,2314,1731,3832,3547,3238,3278,3869,5500,5712,4899,4460,7713,6733,65512,1486,1540,2180,3129,2272,1618,3354,3150,3118,3351,3707,5556,5739,5084,4612,8051,9458,67405,43459,24410,19049,1322,872,450,1428.13,4890,427,212,154,636,829,1396,112,89,4860,"54,75",111,88,4855,"55,12"
5,1053,Herzogtum Lauenburg, Landkreis,1598,825,773,5,602,0,141,70,0,0,175,138,0,45,0,2,0,0,31,0,2264,1094,1170,489,216,63,24,158,73,53,12,107,59,108,48,5039,5086,7007,9747,6318,4230,9109,9646,10340,11066,12055,16941,17715,14419,11635,20496,22150,192999,2586,2636,3601,5027,3299,2224,4882,4966,5069,5371,5843,8437,8863,7140,5858,9722,9160,94684,2453,2450,3406,4720,3019,2006,4227,4680,5271,5695,6212,8504,8852,7279,5777,10774,12990,98315,68675,36189,32486,2715,1682,1033,1262.98,5924,908,366,142,662,1198,2282,278,263,24869,"94,44",268,248,24465,"98,47"
6,1054,Nordfriesland, Landkreis,1251,634,617,6,729,0,197,35,1,39,253,57,0,0,0,2,0,0,103,42,1985,1011,974,908,423,118,40,285,138,96,27,254,139,155,79,3739,3727,5360,8076,5617,4113,8962,8995,8274,8410,9471,13474,14425,12156,10739,19267,19155,163960,1911,1948,2744,4068,2869,2105,4949,4916,4251,4092,4622,6675,7005,5820,5217,9258,7869,80319,1828,1779,2616,4008,2748,2008,4013,4079,4023,4318,4849,6799,7420,6336,5522,10009,11286,83641,57011,29276,27735,2358,1260,1098,2082.81,5394,470,233,107,540,1268,2208,266,316,24510,"77,49",161,173,18816,"108,97"
7,1055,Ostholstein, Landkreis,1316,651,665,14,1788,0,249,60,5,2,301,141,25,198,110,17,13,0,522,126,2760,1352,1408,788,362,144,41,207,105,46,15,222,119,169,82,4036,4413,6096,8808,5978,4304,8954,8861,9076,10015,11403,16789,17730,15429,14214,26603,26865,199574,2066,2266,3078,4517,3054,2291,4837,4621,4465,4802,5477,8218,8618,7373,6817,12760,11152,96412,1970,2147,3018,4291,2924,2013,4117,4240,4611,5213,5926,8571,9112,8056,7397,13843,15713,103162,67496,33887,33609,2423,1360,1063,1392.59,6225,507,409,138,609,1461,2152,194,193,18095,"93,79",180,123,15341,"124,24"
8,1056,Pinneberg, Landkreis,2687,1365,1322,3,974,1,264,52,5,0,317,41,20,60,5,28,0,50,108,22,3407,1695,1712,765,340,110,44,360,183,67,15,103,47,125,51,8073,8048,11210,14763,9521,6746,15355,16076,16844,18433,19507,27296,27527,22249,17807,33544,34472,307471,4128,4092,5720,7574,4878,3566,8207,8376,8315,8981,9558,13631,13770,11090,8647,15660,14262,150455,3945,3956,5490,7189,4643,3180,7148,7700,8529,9452,9949,13665,13757,11159,9160,17884,20210,157016,115992,61284,54708,7409,4384,3025,664.25,8677,1845,453,177,819,1779,2878,195,136,32264,"237,45",192,132,31813,"240,87"
9,1057,Plön, Landkreis,935,491,444,3,225,0,54,21,2,0,91,0,12,0,0,1,0,0,44,0,1541,759,782,254,110,31,16,69,28,2,1,85,45,67,20,2897,3033,4467,6095,4322,2939,5559,5526,5652,6462,7598,11213,11834,9672,8548,16398,16089,128304,1484,1485,2305,3148,2225,1537,3049,2797,2726,3156,3624,5462,5854,4718,4160,7854,6765,62349,1413,1548,2162,2947,2097,1402,2510,2729,2926,3306,3974,5751,5980,4954,4388,8544,9324,65955,42716,21916,20800,860,454,406,1083.19,3573,280,218,67,347,922,1353,54,53,4365,"82,26",49,36,3619,"101,24"
10,1058,Rendsburg-Eckernförde, Landkreis,2109,1108,1001,4,1090,5,224,57,5,0,254,34,31,26,209,51,10,0,110,0,3027,1503,1524,756,338,75,34,277,131,120,33,177,78,107,62,6509,6784,9798,13618,9625,6702,12694,12421,12949,14294,16460,24278,24767,20007,17573,31250,30649,270378,3391,3478,4991,7017,5009,3526,6880,6550,6309,6929,8077,12048,12211,9870,8657,15151,12908,133002,3118,3306,4807,6601,4616,3176,5814,5871,6640,7365,8383,12230,12556,10137,8916,16099,17741,137376,91295,47754,43541,1990,1207,783,2189.15,7215,638,446,152,813,1603,2532,243,356,15584,"43,83",193,205,13229,"64,39"
11,1059,Schleswig-Flensburg, Landkreis,1546,814,732,3,666,0,114,30,2,0,135,0,11,68,0,7,3,119,155,21,2387,1163,1224,505,236,86,29,116,50,41,15,189,101,73,41,4737,4944,7119,9785,7138,4784,9566,9507,9468,10550,11475,17182,17506,14487,12824,23092,22675,196839,2413,2569,3763,4987,3733,2515,5108,4987,4706,5201,5642,8598,8774,7208,6337,11407,9548,97496,2324,2375,3356,4798,3405,2269,4458,4520,4762,5349,5833,8584,8732,7279,6487,11685,13127,99343,62773,32197,30576,1287,690,597,2071.33,6889,480,527,146,712,1394,3515,214,210,12087,"57,49",207,182,11786,"64,65"
12,1060,Segeberg, Landkreis,2209,1124,1085,7,1698,0,126,49,0,0,502,40,4,101,112,18,0,0,302,418,2831,1389,1442,650,321,72,26,229,115,63,10,185,115,101,55,6862,7091,9569,12874,8660,5994,12774,13823,15000,16175,17063,23987,24047,19559,16144,29482,28399,267503,3491,3644,4990,6571,4468,3146,6862,7098,7402,7983,8451,12047,12219,9628,7792,14085,11900,131777,3371,3447,4579,6303,4192,2848,5912,6725,7598,8192,8612,11940,11828,9931,8352,15397,16499,135726,101151,53063,48088,4155,2384,1771,1344.41,6912,906,419,142,664,1417,2386,230,349,24219,"69,33",202,175,21002,"120,01"
13,1061,Steinburg, Landkreis,992,500,492,1,633,0,160,40,1,0,175,47,38,47,0,32,0,0,93,0,1611,835,776,457,207,64,20,134,67,56,17,109,59,94,44,3095,3192,4489,6363,4661,3169,6805,6848,6397,6705,7796,11959,12388,10087,8166,14372,14965,131457,1553,1646,2313,3248,2400,1665,3634,3651,3258,3257,3886,5970,6241,5161,4104,6947,6113,65047,1542,1546,2176,3115,2261,1504,3171,3197,3139,3448,3910,5989,6147,4926,4062,7425,8852,66410,46407,25426,20981,1343,835,508,1056.15,4454,398,204,100,532,940,1502,179,163,10590,"65,08",162,130,9795,"75,25"
14,1062,Stormarn, Landkreis,2081,1067,1014,5,1143,37,234,26,1,0,423,20,0,0,178,3,0,0,171,49,2624,1220,1404,590,265,96,31,178,67,31,11,172,98,113,58,6345,6528,9067,11601,7888,5130,10718,10677,12586,14403,15301,21662,21637,17066,14483,26557,27965,239614,3242,3363,4651,5916,3989,2770,5774,5505,6027,7003,7524,10671,10781,8479,7030,12720,11557,117002,3103,3165,4416,5685,3899,2360,4944,5172,6559,7400,7777,10991,10856,8587,7453,13837,16408,122612,87636,45670,41966,3722,2161,1561,766.29,4748,784,311,81,432,1040,1446,378,922,70153,"76,10",328,308,47123,"152,87"
15,2000,Hamburg, kreisfreie Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55942,49124,62436,74354,46918,35136,106528,146736,147396,133688,120451,141757,135806,108632,88095,163140,171269,1787408,28532,25205,32353,38255,24597,18398,53006,71208,72690,67366,61194,72587,68566,53880,42245,76523,66457,873062,27410,23919,30083,36099,22321,16738,53522,75528,74706,66322,59257,69170,67240,54752,45850,86617,104812,914346,,,,,,,755.22,,,,,,,,,,,,,,,
16,3101,Braunschweig, kreisfreie Stadt,2408,1218,1190,7,2004,53,542,114,61,0,609,92,76,91,161,55,58,0,86,6,2838,1363,1475,1548,751,127,58,529,260,742,356,150,77,36,23,6625,6065,7734,9553,6073,5066,18164,22642,19320,16024,14875,18777,18427,16141,13720,24482,27676,251364,3311,3113,4010,4847,3157,2704,9874,12346,10473,8236,7669,9646,9261,7914,6539,11329,10572,125001,3314,2952,3724,4706,2916,2362,8290,10296,8847,7788,7206,9131,9166,8227,7181,13153,17104,126363,94264,51653,42611,6559,4068,2491,192.18,8829,1658,427,90,520,1654,3471,129,257,25238,"98,23",101,98,18805,"191,95"
17,3102,Salzgitter, kreisfreie Stadt,864,437,427,2,463,0,150,32,1,0,213,0,22,0,0,45,0,0,0,0,1390,694,696,567,294,49,22,180,93,250,129,88,50,14,8,2662,2717,3582,4623,3154,2298,5833,5904,5449,5544,5779,7569,8200,7492,6685,11148,12440,101079,1336,1418,1921,2363,1637,1200,3066,3190,2902,2830,2897,3757,4216,3726,3239,5306,4894,49898,1326,1299,1661,2260,1517,1098,2767,2714,2547,2714,2882,3812,3984,3766,3446,5842,7546,51181,35367,20983,14384,3023,2285,738,223.92,4781,1135,222,93,448,900,1911,95,97,7987,"82,51",90,82,7769,"94,87"
18,3103,Wolfsburg, kreisfreie Stadt,1260,635,625,1,575,3,157,53,49,0,197,0,47,20,0,34,15,0,0,0,1480,743,737,597,296,24,8,251,142,256,123,66,23,10,7,3614,3317,4204,5158,3190,2292,6865,9224,8960,7896,7124,9165,9628,8521,7349,12271,15267,124045,1878,1739,2153,2646,1654,1207,3643,4911,4723,4164,3665,4577,4917,4232,3578,5693,6201,61581,1736,1578,2051,2512,1536,1085,3222,4313,4237,3732,3459,4588,4711,4289,3771,6578,9066,62464,49274,28685,20589,5208,3397,1811,204.09,3111,868,127,42,268,548,961,354,524,44511,"84,93",334,268,36108,"134,55"
19,3151,Gifhorn, Landkreis,1560,810,750,2,456,0,144,36,22,0,188,26,40,0,0,0,0,0,0,0,1719,906,813,529,280,58,22,365,206,105,51,1,1,27,17,4801,4743,6617,8975,6152,4154,9083,9496,9866,10037,10656,14928,16344,13872,11180,16461,16840,174205,2451,2408,3422,4547,3178,2215,4992,4996,5019,4995,5276,7523,8288,7078,5623,8084,7034,87129,2350,2335,3195,4428,2974,1939,4091,4500,4847,5042,5380,7405,8056,6794,5557,8377,9806,87076,68443,39766,28677,2559,1709,850,1562.86,4354,596,189,79,485,875,1602,464,988,42413,"42,91",424,536,32068,"59,85"
20,3152,Göttingen, Landkreis,2111,1092,1019,9,3147,55,634,136,59,64,866,61,134,113,98,110,35,68,653,61,2743,1328,1415,1389,754,103,38,561,320,562,293,163,103,36,18,6307,6116,8305,11124,7675,6629,20026,20473,16592,13974,14049,18881,20481,18005,15480,24623,26913,255653,3305,3169,4330,5723,4049,3529,10278,10618,8489,6920,6936,9355,10090,8928,7616,11963,10844,126142,3002,2947,3975,5401,3626,3100,9748,9855,8103,7054,7113,9526,10391,9077,7864,12660,16069,129511,87670,45158,42512,4793,2737,2056,1117.39,7896,1209,370,120,611,1420,2802,307,318,24556,"77,21",300,307,24286,"79,02"
21,3153,Goslar, Landkreis,937,495,442,6,1103,0,234,23,9,0,299,0,0,122,69,16,0,0,257,74,2070,978,1092,813,417,92,39,280,136,274,152,167,90,14,7,2763,2723,3932,5527,3909,2946,7828,7636,6608,6719,7715,11041,11694,10385,9603,17201,20006,138236,1431,1399,2047,2859,2020,1629,4478,4352,3358,3477,3798,5581,5912,5129,4737,8147,7891,68245,1332,1324,1885,2668,1889,1317,3350,3284,3250,3242,3917,5460,5782,5256,4866,9054,12115,69991,44837,24224,20613,1940,1287,653,965.29,5354,553,213,72,434,1118,2127,91,229,5375,"23,43",78,152,4266,"28,06"
22,3154,Helmstedt, Landkreis,717,375,342,2,773,0,76,9,0,0,133,0,0,0,0,11,0,45,438,61,1347,692,655,168,95,39,20,114,65,15,10,-,-,-,-,2217,2050,2893,3948,2827,1896,4501,4946,4866,5124,5284,7636,8359,7379,6340,9905,11329,91500,1122,1055,1486,2073,1491,1002,2452,2571,2502,2580,2720,3858,4181,3773,3184,4849,4455,45354,1095,995,1407,1875,1336,894,2049,2375,2364,2544,2564,3778,4178,3606,3156,5056,6874,46146,34125,19272,14853,1098,740,358,674.03,3385,330,127,47,289,666,1575,354,535,23464,"43,86",318,267,18243,"68,39"
23,3155,Northeim, Landkreis,983,513,470,3,447,1,171,23,4,0,232,0,0,0,0,16,0,0,0,0,1869,914,955,774,345,107,43,319,139,250,112,98,51,32,17,3111,3059,4312,5950,4385,3043,6568,6652,6495,6739,7705,11014,12146,11047,9523,15067,18080,134896,1592,1570,2194,3083,2263,1590,3495,3511,3316,3348,3866,5467,6047,5660,4761,7459,7172,66394,1519,1489,2118,2867,2122,1453,3073,3141,3179,3391,3839,5547,6099,5387,4762,7608,10908,68502,48518,26065,22453,1439,894,545,1267.08,4692,546,238,93,467,1010,1882,139,164,7124,"43,41",.,.,.,.
24,3156,Osterode am Harz, Landkreis,506,245,261,4,428,0,85,18,2,0,276,0,0,0,39,0,8,0,0,0,1274,604,670,442,239,35,14,174,83,147,95,86,47,15,11,1499,1453,2205,3101,2347,1512,3268,3122,3217,3485,4180,5900,6508,5960,5549,9617,10962,73885,761,738,1156,1581,1226,797,1739,1707,1612,1723,2072,3010,3274,3033,2757,4680,4326,36192,738,715,1049,1520,1121,715,1529,1415,1605,1762,2108,2890,3234,2927,2792,4937,6636,37693,25103,13816,11287,795,549,246,636.02,2342,231,101,65,242,524,906,49,41,1316,"31,94",.,.,.,.
25,3157,Peine, Landkreis,1044,522,522,1,312,1,123,17,2,0,169,0,0,0,0,0,0,0,0,0,1593,743,850,335,154,26,11,214,113,71,20,24,10,1,1,3430,3464,4882,6776,4728,3010,6627,6579,6822,7432,8498,11808,12007,9867,8342,13368,14680,132320,1744,1762,2510,3535,2470,1622,3550,3483,3402,3647,4168,5990,6142,5019,4104,6525,5820,65493,1686,1702,2372,3241,2258,1388,3077,3096,3420,3785,4330,5818,5865,4848,4238,6843,8860,66827,48920,27134,21786,1824,1231,593,534.97,3770,552,191,75,394,780,1100,400,539,33060,"61,29",374,439,30788,"70,18"
26,3158,Wolfenbüttel, Landkreis,857,437,420,1,296,0,108,25,2,0,161,0,0,0,0,0,0,0,0,0,1492,719,773,279,106,15,5,126,55,115,39,23,7,6,-,2738,2891,3937,5662,4020,2836,6372,6100,5879,6428,7254,10703,10962,9439,7882,13546,14332,120981,1400,1447,2040,2931,2090,1505,3459,3263,3027,3152,3532,5332,5611,4739,3901,6564,5853,59846,1338,1444,1897,2731,1930,1331,2913,2837,2852,3276,3722,5371,5351,4700,3981,6982,8479,61135,42869,23412,19457,1335,874,461,722.56,3494,448,152,50,292,877,1363,223,260,20060,"77,30",203,168,16217,"96,75"
27,3241,Region Hannover, Landkreis,10578,5494,5084,26,7064,88,1870,370,207,55,2049,133,259,308,335,219,48,109,900,114,12781,6145,6636,4706,2279,316,154,2158,1053,1810,861,422,211,126,54,31639,30359,40367,50409,33290,24339,68034,77985,75333,71562,71145,91507,93079,79155,66775,113872,125631,1144481,16378,15628,20640,25821,17148,12629,34953,39712,37859,35694,35838,46185,46965,39371,32085,53167,49702,559775,15261,14731,19727,24588,16142,11710,33081,38273,37474,35868,35307,45322,46114,39784,34690,60705,75929,584706,410085,215232,194853,35973,21474,14499,2290.86,47434,13540,2425,840,4219,8683,20182,1046,1438,187929,"130,71",928,872,148997,"170,82"
28,3251,Diepholz, Landkreis,1642,849,793,4,483,1,147,13,1,0,187,0,0,0,10,20,0,0,84,20,2528,1300,1228,705,301,50,27,285,98,212,87,158,89,22,8,5149,5337,7502,10452,7320,4937,10978,11086,11138,11407,13097,19192,19333,16654,13687,22463,24244,213976,2649,2817,3858,5431,3801,2589,5878,5902,5618,5618,6495,9621,9910,8505,6872,10925,9986,106475,2500,2520,3644,5021,3519,2348,5100,5184,5520,5789,6602,9571,9423,8149,6815,11538,14258,107501,80716,44522,36194,3236,2072,1164,1988.14,5132,777,205,97,573,1048,1614,591,840,40928,"48,72",532,528,35191,"66,59"
29,3252,Hameln-Pyrmont, Landkreis,1116,550,566,8,1109,1,249,28,5,0,331,31,29,234,44,30,0,0,40,87,2148,1003,1145,998,563,78,35,430,248,305,179,185,101,24,12,3463,3381,4823,6652,4561,3272,7504,7380,7402,7568,8375,11980,13023,11591,10196,16848,20262,148281,1735,1715,2499,3365,2315,1721,4017,3712,3698,3738,4100,5943,6475,5714,5014,7935,7910,71606,1728,1666,2324,3287,2246,1551,3487,3668,3704,3830,4275,6037,6548,5877,5182,8913,12352,76675,52418,27487,24931,2787,1708,1079,796.15,5612,1049,304,131,641,1115,2208,139,152,6928,"45,63",124,95,5576,"58,40"
30,3254,Hildesheim, Landkreis,2188,1128,1060,7,1834,2,490,102,9,32,595,35,85,64,50,48,6,77,234,5,3608,1722,1886,1613,785,99,43,409,216,798,350,307,176,47,19,6583,6390,9056,12812,8817,6513,16959,15507,14332,14728,16303,22876,24137,20840,17673,29753,33776,277055,3365,3297,4617,6646,4563,3394,8306,8093,7173,7308,8104,11444,12197,10452,8632,14085,13331,135007,3218,3093,4439,6166,4254,3119,8653,7414,7159,7420,8199,11432,11940,10388,9041,15668,20445,142048,97527,51918,45609,3899,2402,1497,1206.03,10152,1621,466,194,1002,2010,4387,322,547,32409,"59,20",295,245,21916,"89,35"
31,3255,Holzminden, Landkreis,496,256,240,2,211,1,45,21,4,0,99,0,0,0,9,4,0,28,0,0,1021,511,510,233,107,24,9,73,32,93,44,43,22,3,2,1521,1576,2169,3203,2304,1652,3925,3775,3489,3428,3881,5658,6230,5486,5130,8323,9909,71659,785,796,1117,1651,1245,829,2140,2087,1865,1740,1917,2808,3163,2738,2534,4070,3996,35481,736,780,1052,1552,1059,823,1785,1688,1624,1688,1964,2850,3067,2748,2596,4253,5913,36178,24137,13436,10701,870,580,290,692.65,2652,281,120,51,263,554,1136,52,139,4271,"30,73",.,.,.,.
32,3256,Nienburg (Weser), Landkreis,970,468,502,2,317,0,74,25,1,0,158,0,0,45,0,14,0,0,0,0,1583,803,780,723,426,63,31,277,151,306,192,77,52,13,6,2938,2966,4237,5992,4165,2929,6464,6338,6224,6332,7108,10160,11063,9617,8042,12055,14002,120632,1466,1518,2154,3040,2161,1565,3526,3372,3184,3259,3555,5129,5700,4878,4020,5915,5505,59947,1472,1448,2083,2952,2004,1364,2938,2966,3040,3073,3553,5031,5363,4739,4022,6140,8497,60685,44629,24889,19740,1937,1337,600,1398.97,3717,539,203,86,442,790,1345,261,311,10994,"35,39",240,239,9719,"40,75"
33,3257,Schaumburg, Landkreis,1143,593,550,5,642,9,204,60,8,0,193,0,0,0,0,0,0,0,99,69,2281,1099,1182,718,364,54,20,295,175,292,132,77,37,18,8,3533,3535,5069,7240,5252,3434,7718,7573,7610,8042,9085,13535,14245,12148,10398,17550,20239,156206,1798,1780,2592,3694,2672,1770,4037,3990,3792,4047,4484,6789,7177,6093,5058,8482,7974,76229,1735,1755,2477,3546,2580,1664,3681,3583,3818,3995,4601,6746,7068,6055,5340,9068,12265,79977,54286,29220,25066,2291,1451,840,675.57,5238,840,260,129,596,1133,1970,256,281,16065,"57,23",.,.,.,.
34,3351,Celle, Landkreis,1507,798,709,1,648,0,152,47,1,0,264,0,43,64,34,34,9,0,0,0,2177,1069,1108,1125,561,162,55,408,205,392,229,163,72,18,4,4654,4594,6393,8903,5964,4028,9178,9805,9687,9679,10307,14021,15134,13189,11987,19677,20771,177971,2344,2358,3275,4507,3133,2100,4895,5117,4914,4938,5079,7050,7648,6549,5811,9535,8290,87543,2310,2236,3118,4396,2831,1928,4283,4688,4773,4741,5228,6971,7486,6640,6176,10142,12481,90428,61241,32463,28778,2498,1615,883,1545.21,6583,921,240,130,687,1263,2713,311,377,16877,"44,78",304,353,16179,"45,82"
35,3352,Cuxhaven, Landkreis,1468,774,694,4,702,0,124,32,3,0,132,22,13,0,208,59,0,0,109,0,2619,1285,1334,835,371,53,20,384,158,237,100,161,93,21,5,4648,4712,6833,9457,6721,4428,9379,9587,9670,9976,11791,16464,17160,15051,13979,24160,24087,198103,2427,2355,3556,4774,3426,2336,5209,4993,4926,4896,5759,8095,8488,7283,6872,11883,9786,97064,2221,2357,3277,4683,3295,2092,4170,4594,4744,5080,6032,8369,8672,7768,7107,12277,14301,101039,67534,36584,30950,2961,1833,1128,2057.78,6104,787,350,108,654,1256,2387,480,795,30611,"38,50",457,653,28028,"42,89"
36,3353,Harburg, Landkreis,2160,1135,1025,5,747,0,124,49,48,0,220,0,0,94,50,13,9,0,70,70,2579,1284,1295,868,492,66,33,350,191,223,128,229,140,26,14,6606,6617,9147,12278,8130,5641,11884,11815,12930,14455,15604,22590,23023,18215,14798,27632,26757,248122,3417,3360,4704,6324,4112,3016,6670,6267,6354,6991,7605,11052,11515,9141,7133,13116,11312,122089,3189,3257,4443,5954,4018,2625,5214,5548,6576,7464,7999,11538,11508,9074,7665,14516,15445,126033,93036,49356,43680,4274,2573,1701,1245.03,5800,912,255,111,571,1392,1913,660,1012,107943,"106,67",.,.,.,.
37,3354,Lüchow-Dannenberg, Landkreis,326,161,165,1,110,0,44,15,1,0,49,0,0,0,0,1,0,0,0,0,724,342,382,204,107,10,5,93,47,54,35,47,20,4,2,1111,1101,1589,2409,1574,1127,2431,2363,2403,2465,2700,3851,4239,4020,3623,6350,6772,50128,562,585,847,1262,826,612,1403,1340,1282,1262,1379,1893,2085,1958,1759,3141,2795,24991,549,516,742,1147,748,515,1028,1023,1121,1203,1321,1958,2154,2062,1864,3209,3977,25137,14691,7902,6789,446,293,153,1220.75,1890,133,90,29,166,368,810,68,89,1614,"18,07",.,.,.,.
